Microsoft (R) COFF/PE Dumper Version 9.00.30729.01
       1170  491 0005B390 SetProcessWorkingSetSize = SetProcessWorkingSetSize
       1171  492 00048400 SetProcessWorkingSetSizeEx = SetProcessWorkingSetSizeEx
       1172  493 0004DC00 SetSearchPathMode = SetSearchPathMode
       1173  494 0004C1E0 SetStdHandle = SetStdHandleStub
       1174  495 0004C1D0 SetStdHandleEx = SetStdHandleExStub
       1175  496 00048360 SetSystemFileCacheSize = SetSystemFileCacheSize
       1176  497 0004D350 SetSystemPowerState = SetSystemPowerState
       1177  498 00051640 SetSystemTime = SetSystemTime
       1178  499 00051490 SetSystemTimeAdjustment = SetSystemTimeAdjustment
       1179  49A 0008E350 SetTapeParameters = SetTapeParameters
       1180  49B 0008E580 SetTapePosition = SetTapePosition
       1181  49C 00060C70 SetTermsrvAppInstallMode = SetTermsrvAppInstallMode
       1182  49D 00006960 SetThreadAffinityMask = SetThreadAffinityMask
       1183  49E 00004440 SetThreadContext = SetThreadContext
       1184  49F 000657E0 SetThreadErrorMode = SetThreadErrorMode
       1185  4A0 0004D310 SetThreadExecutionState = SetThreadExecutionState
       1186  4A1 00004BE0 SetThreadGroupAffinity = SetThreadGroupAffinity
       1187  4A2 00009F30 SetThreadIdealProcessor = SetThreadIdealProcessor
       1188  4A3 0004B2E0 SetThreadIdealProcessorEx = SetThreadIdealProcessorEx
       1189  4A4 0000E120 SetThreadLocale = SetThreadLocaleStub
       1190  4A5 00005870 SetThreadPreferredUILanguages = SetThreadPreferredUILanguages
       1191  4A6 0001A5A0 SetThreadPriority = SetThreadPriorityStub
       1192  4A7 0004C1C0 SetThreadPriorityBoost = SetThreadPriorityBoostStub
       1193  4A8 0000A7D0 SetThreadStackGuarantee = SetThreadStackGuaranteeStub
       1194  4A9          SetThreadToken (forwarded to api-ms-win-core-processthreads-l1-1-0.SetThreadToken)
       1195  4AA 000182B0 SetThreadUILanguage = SetThreadUILanguage
       1196  4AB 0004BF80 SetThreadpoolStackInformation = SetThreadpoolStackInformationStub
       1197  4AC          SetThreadpoolThreadMaximum (forwarded to NTDLL.TpSetPoolMaxThreads)
       1198  4AD 0004BF90 SetThreadpoolThreadMinimum = SetThreadpoolThreadMinimumStub
       1199  4AE          SetThreadpoolTimer (forwarded to NTDLL.TpSetTimer)
       1200  4AF          SetThreadpoolWait (forwarded to NTDLL.TpSetWait)
       1201  4B0 00067290 SetTimeZoneInformation = SetTimeZoneInformation
       1202  4B1 00048030 SetTimerQueueTimer = SetTimerQueueTimer
       1203  4B2 000493F0 SetUmsThreadInformation = SetUmsThreadInformation
       1204  4B3 00019690 SetUnhandledExceptionFilter = SetUnhandledExceptionFilter
       1205  4B4 0006E0F0 SetUserGeoID = SetUserGeoID
       1206  4B5 0005E4C0 SetVDMCurrentDirectories = SetVDMCurrentDirectories
       1207  4B6 00073790 SetVolumeLabelA = SetVolumeLabelA
       1208  4B7 000733A0 SetVolumeLabelW = SetVolumeLabelW
       1209  4B8 00087A60 SetVolumeMountPointA = SetVolumeMountPointA
       1210  4B9 00087530 SetVolumeMountPointW = SetVolumeMountPointW
       1211  4BA 0000A700 SetWaitableTimer = SetWaitableTimerStub
       1212  4BB          SetWaitableTimerEx (forwarded to api-ms-win-core-threadpool-l1-1-0.SetWaitableTimerEx)
       1213  4BC 0004A870 SetupComm = SetupComm
       1214  4BD 00042470 ShowConsoleCursor = ShowConsoleCursor
       1215  4BE 00072E50 SignalObjectAndWait = SignalObjectAndWait
       1216  4BF 00019620 SizeofResource = SizeofResourceStub
       1217  4C0 000228E0 Sleep = SleepStub
       1218  4C1 0004B750 SleepConditionVariableCS = SleepConditionVariableCS
       1219  4C2 0004B700 SleepConditionVariableSRW = SleepConditionVariableSRW
       1220  4C3 00022920 SleepEx = SleepExStub
       1221  4C4 00059050 SortCloseHandle = SortCloseHandle
       1222  4C5 00017150 SortGetHandle = SortGetHandle
       1223  4C6          StartThreadpoolIo (forwarded to NTDLL.TpStartAsyncIoOperation)
       1224  4C7          SubmitThreadpoolWork (forwarded to NTDLL.TpPostWork)
       1225  4C8 00004520 SuspendThread = SuspendThreadStub
       1226  4C9 00022690 SwitchToFiber = SwitchToFiber
       1227  4CA 0000E140 SwitchToThread = SwitchToThreadStub
       1228  4CB 000231F0 SystemTimeToFileTime = SystemTimeToFileTimeStub
       1229  4CC 000331D0 SystemTimeToTzSpecificLocalTime = SystemTimeToTzSpecificLocalTimeStub
       1230  4CD 00009F00 TerminateJobObject = TerminateJobObject
       1231  4CE 0004C1B0 TerminateProcess = TerminateProcessStub
       1232  4CF 000106D0 TerminateThread = TerminateThreadStub
       1233  4D0 0004B540 TermsrvAppInstallMode = TermsrvAppInstallMode
       1234  4D1 0004AF90 Thread32First = Thread32First
       1235  4D2 0004AEA0 Thread32Next = Thread32Next
       1236  4D3 00020C10 TlsAlloc = TlsAllocStub
       1237  4D4 00012B60 TlsFree = TlsFreeStub
       1238  4D5 00022B30 TlsGetValue = TlsGetValueStub
       1239  4D6 00015560 TlsSetValue = TlsSetValueStub
       1240  4D7 0004B080 Toolhelp32ReadProcessMemory = Toolhelp32ReadProcessMemory
       1241  4D8 0004C170 TransactNamedPipe = TransactNamedPipeStub
       1242  4D9 000499E0 TransmitCommChar = TransmitCommChar
       1243  4DA          TryAcquireSRWLockExclusive (forwarded to NTDLL.RtlTryAcquireSRWLockExclusive)
       1244  4DB          TryAcquireSRWLockShared (forwarded to NTDLL.RtlTryAcquireSRWLockShared)
       1245  4DC          TryEnterCriticalSection (forwarded to NTDLL.RtlTryEnterCriticalSection)
       1246  4DD 0000A740 TrySubmitThreadpoolCallback = TrySubmitThreadpoolCallbackStub
       1247  4DE 000331E0 TzSpecificLocalTimeToSystemTime = TzSpecificLocalTimeToSystemTimeStub
       1248  4DF 00062E80 UTRegister = UTRegister
       1249  4E0 00044170 UTUnRegister = ?LCIELowerConnLimit@@YAXPEBG@Z (void __cdecl LCIELowerConnLimit(unsigned short const *))
       1250  4E1 000494F0 UmsThreadYield = UmsThreadYield
       1251  4E2 00099220 UnhandledExceptionFilter = UnhandledExceptionFilter
       1252  4E3 0004C150 UnlockFile = UnlockFileStub
       1253  4E4 0004C130 UnlockFileEx = UnlockFileExStub
       1254  4E5 00023230 UnmapViewOfFile = UnmapViewOfFileStub
       1255  4E6 0007F550 UnregisterApplicationRecoveryCallback = UnregisterApplicationRecoveryCallback
       1256  4E7 0007F520 UnregisterApplicationRestart = UnregisterApplicationRestart
       1257  4E8 00042370 UnregisterConsoleIME = RegisterConsoleIME
       1258  4E9 0000BCD0 UnregisterWait = UnregisterWait
       1259  4EA 00006CD0 UnregisterWaitEx = UnregisterWaitExStub
       1260  4EB 00090CF0 UpdateCalendarDayOfWeek = UpdateCalendarDayOfWeek
       1261  4EC          UpdateProcThreadAttribute (forwarded to api-ms-win-core-processthreads-l1-1-0.UpdateProcThreadAttribute)
       1262  4ED 00086BD0 UpdateResourceA = UpdateResourceA
       1263  4EE 0007F1E0 UpdateResourceW = UpdateResourceW
       1264  4EF 000406E0 VDMConsoleOperation = VDMConsoleOperation
       1265  4F0 0005F0E0 VDMOperationStarted = VDMOperationStarted
       1266  4F1 0004C120 VerLanguageNameA = VerLanguageNameAStub
       1267  4F2 0004C110 VerLanguageNameW = VerLanguageNameWStub
       1268  4F3          VerSetConditionMask (forwarded to NTDLL.VerSetConditionMask)
       1269  4F4 00055380 VerifyConsoleIoHandle = VerifyConsoleIoHandle
       1270  4F5 000469A0 VerifyScripts = VerifyScripts
       1271  4F6 00063480 VerifyVersionInfoA = VerifyVersionInfoA
       1272  4F7 0000C980 VerifyVersionInfoW = VerifyVersionInfoW
       1273  4F8 00015540 VirtualAlloc = VirtualAllocStub
       1274  4F9 0004C0F0 VirtualAllocEx = VirtualAllocExStub
       1275  4FA 0004C0C0 VirtualAllocExNuma = VirtualAllocExNumaStub
       1276  4FB 0000E810 VirtualFree = VirtualFreeStub
       1277  4FC 0004C0B0 VirtualFreeEx = VirtualFreeExStub
       1278  4FD 00048270 VirtualLock = VirtualLock
       1279  4FE 00004410 VirtualProtect = VirtualProtectStub
       1280  4FF 0004C090 VirtualProtectEx = VirtualProtectExStub
       1281  500 000156D0 VirtualQuery = VirtualQueryStub
       1282  501 0004C080 VirtualQueryEx = VirtualQueryExStub
       1283  502 00048220 VirtualUnlock = VirtualUnlock
       1284  503 0004CAE0 WTSGetActiveConsoleSessionId = WTSGetActiveConsoleSessionId
       1285  504 000498A0 WaitCommEvent = WaitCommEvent
       1286  505 000777D0 WaitForDebugEvent = WaitForDebugEvent
       1287  506 0000F0E0 WaitForMultipleObjects = WaitForMultipleObjects
       1288  507 00023090 WaitForMultipleObjectsEx = WaitForMultipleObjectsExImplementation
       1289  508 00022890 WaitForSingleObject = WaitForSingleObject
       1290  509 00022EE0 WaitForSingleObjectEx = WaitForSingleObjectExImplementation
       1291  50A          WaitForThreadpoolIoCallbacks (forwarded to NTDLL.TpWaitForIoCompletion)
       1292  50B          WaitForThreadpoolTimerCallbacks (forwarded to NTDLL.TpWaitForTimer)
       1293  50C          WaitForThreadpoolWaitCallbacks (forwarded to NTDLL.TpWaitForWait)
       1294  50D          WaitForThreadpoolWorkCallbacks (forwarded to NTDLL.TpWaitForWork)
       1295  50E 00062A20 WaitNamedPipeA = WaitNamedPipeA
       1296  50F 0004C070 WaitNamedPipeW = WaitNamedPipeWStub
       1297  510          WakeAllConditionVariable (forwarded to NTDLL.RtlWakeAllConditionVariable)
       1298  511          WakeConditionVariable (forwarded to NTDLL.RtlWakeConditionVariable)
       1299  512 0007F410 WerGetFlags = WerGetFlags
       1300  513 00094220 WerRegisterFile = WerRegisterFile
       1301  514 0008E300 WerRegisterMemoryBlock = WerRegisterMemoryBlock
       1302  515 00086FE0 WerRegisterRuntimeExceptionModule = WerRegisterRuntimeExceptionModule
       1303  516 0007F420 WerSetFlags = WerSetFlags
       1304  517 0008E310 WerUnregisterFile = WerUnregisterFile
       1305  518 0008E2F0 WerUnregisterMemoryBlock = WerUnregisterMemoryBlock
       1306  519 00086FD0 WerUnregisterRuntimeExceptionModule = WerUnregisterRuntimeExceptionModule
       1307  51A 0005B410 WerpCleanupMessageMapping = WerpCleanupMessageMapping
       1308  51B 0007F430 WerpInitiateRemoteRecovery = WerpInitiateRemoteRecovery
       1309  51C 00086FC0 WerpNotifyLoadStringResource = WerpNotifyLoadStringResource
       1310  51D 00086FA0 WerpNotifyLoadStringResourceEx = WerpNotifyLoadStringResourceEx
       1311  51E 00095F00 WerpNotifyUseStringResource = WerpNotifyUseStringResource
       1312  51F 00086F90 WerpStringLookup = WerpStringLookup
       1313  520 000232B0 WideCharToMultiByte = WideCharToMultiByteStub
       1314  521 00098C70 WinExec = WinExec
       1315  522 0004C060 Wow64DisableWow64FsRedirection = Wow64DisableWow64FsRedirectionStub
       1316  523 000503C0 Wow64EnableWow64FsRedirection = Wow64EnableWow64FsRedirection
       1317  524 0004B4C0 Wow64GetThreadContext = Wow64GetThreadContext
       1318  525 000510B0 Wow64GetThreadSelectorEntry = Wow64GetThreadSelectorEntry
       1319  526 0004C050 Wow64RevertWow64FsRedirection = Wow64RevertWow64FsRedirectionStub
       1320  527 0004B490 Wow64SetThreadContext = Wow64SetThreadContext
       1321  528 0004B460 Wow64SuspendThread = Wow64SuspendThread
       1322  529 0006A720 WriteConsoleA = WriteConsoleA
       1323  52A 00055280 WriteConsoleInputA = WriteConsoleInputA
       1324  52B 00041F90 WriteConsoleInputVDMA = WriteConsoleInputVDMA
       1325  52C 00041F70 WriteConsoleInputVDMW = WriteConsoleInputVDMW
       1326  52D 00055260 WriteConsoleInputW = WriteConsoleInputW
       1327  52E 0006A660 WriteConsoleOutputA = WriteConsoleOutputA
       1328  52F 00054C60 WriteConsoleOutputAttribute = WriteConsoleOutputAttribute
       1329  530 00054CD0 WriteConsoleOutputCharacterA = WriteConsoleOutputCharacterA
       1330  531 00054CA0 WriteConsoleOutputCharacterW = WriteConsoleOutputCharacterW
       1331  532 0006A690 WriteConsoleOutputW = WriteConsoleOutputW
       1332  533 000129F0 WriteConsoleW = WriteConsoleW
       1333  534 00023250 WriteFile = WriteFileImplementation
       1334  535 0004C030 WriteFileEx = WriteFileExStub
       1335  536 0004C010 WriteFileGather = WriteFileGatherStub
       1336  537 000815C0 WritePrivateProfileSectionA = WritePrivateProfileSectionA
       1337  538 00081420 WritePrivateProfileSectionW = WritePrivateProfileSectionW
       1338  539 000816D0 WritePrivateProfileStringA = WritePrivateProfileStringA
       1339  53A 00081480 WritePrivateProfileStringW = WritePrivateProfileStringW
       1340  53B 00081BB0 WritePrivateProfileStructA = WritePrivateProfileStructA
       1341  53C 00081A40 WritePrivateProfileStructW = WritePrivateProfileStructW
       1342  53D 0004BFF0 WriteProcessMemory = WriteProcessMemoryStub
       1343  53E 000819D0 WriteProfileSectionA = WriteProfileSectionA
       1344  53F 00081960 WriteProfileSectionW = WriteProfileSectionW
       1345  540 000819F0 WriteProfileStringA = WriteProfileStringA
       1346  541 00081980 WriteProfileStringW = WriteProfileStringW
       1347  542 0008E400 WriteTapemark = WriteTapemark
       1348  543 00048C80 ZombifyActCtx = ZombifyActCtx
       1349  544          __C_specific_handler (forwarded to NTDLL.__C_specific_handler)
       1350  545          __chkstk (forwarded to NTDLL.__chkstk)
       1351  546          __misaligned_access (forwarded to NTDLL.__misaligned_access)
       1352  547 0000EFC0 _hread = _lread
       1353  548 00080160 _hwrite = _lwrite
       1354  549 0000F040 _lclose = _lclose
       1355  54A 000801B0 _lcreat = _lcreat
       1356  54B 0000F000 _llseek = _llseek
       1357  54C          _local_unwind (forwarded to NTDLL._local_unwind)
       1358  54D 00080210 _lopen = _lopen
       1359  54E 0000EFC0 _lread = _lread
       1360  54F 00080160 _lwrite = _lwrite
       1361  550 0004E5A0 lstrcat = lstrcatA
       1362  551 0004E5A0 lstrcatA = lstrcatA
       1363  552 0004E500 lstrcatW = lstrcatW
       1364  553 000614E0 lstrcmp = lstrcmpStub
       1365  554 000614E0 lstrcmpA = lstrcmpStub
       1366  555 0001A5D0 lstrcmpW = lstrcmpWStub
       1367  556 00005680 lstrcmpi = lstrcmpiStub
       1368  557 00005680 lstrcmpiA = lstrcmpiStub
       1369  558 00012E60 lstrcmpiW = lstrcmpiWStub
       1370  559 0004E5F0 lstrcpy = lstrcpyA
       1371  55A 0004E5F0 lstrcpyA = lstrcpyA
       1372  55B 0004E560 lstrcpyW = lstrcpyW
       1373  55C 0004BFE0 lstrcpyn = lstrcpynStub
       1374  55D 0004BFE0 lstrcpynA = lstrcpynStub
       1375  55E 0004BFD0 lstrcpynW = lstrcpynWStub
       1376  55F 0004BFC0 lstrlen = lstrlenStub
       1377  560 0001A3C0 lstrlenA = lstrlenAStub
       1378  561 000153B0 lstrlenW = lstrlenWStub
       1379  562 000520C0 uaw_lstrcmpW = uaw_lstrcmpW
       1380  563 000520B0 uaw_lstrcmpiW = uaw_lstrcmpiW
       1381  564 00067CB0 uaw_lstrlenW = uaw_lstrlenW
       1382  565 00052150 uaw_wcschr = uaw_wcschr
       1383  566 00052120 uaw_wcscpy = uaw_wcscpy
       1384  567 00052110 uaw_wcsicmp = uaw_wcsicmp
       1385  568 000520F0 uaw_wcslen = uaw_wcslen
       1386  569 000520D0 uaw_wcsrchr = uaw_wcsrchr

  Summary

        2000 .data
        A000 .pdata
       6E000 .rdata
        8000 .reloc
        1000 .rsrc
       9B000 .text
